Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1126,20,0,10434,0,0,0,0,0,0,0,11,0,0,0,1,4,5,1955,1955,0,0,7,4,1,1,0,1,1,0,0,2,0,0,2,0,0,1005,0,0,1005,1,0,2,1,3,5,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,11,2009,0,0,115000
1127,120,0,3684,0,0,0,0,0,0,0,21,0,0,3,1,7,5,2007,2007,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1555,0,0,1555,2,0,2,1,0,7,0,1,1,0,2,0,0,0,143,20,0,0,0,0,0,0,0,0,6,2009,0,0,174000
1128,20,0,14572,0,0,3,0,0,2,0,17,0,0,0,1,7,5,2004,2004,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1530,0,0,1530,2,0,3,1,0,7,0,1,2,0,2,0,0,0,144,36,0,0,0,0,0,0,0,0,11,2007,0,5,259000
1129,60,0,11796,0,0,1,0,0,0,0,17,0,0,0,0,7,5,2004,2005,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,847,1112,0,1959,2,1,4,1,0,8,0,1,2,2,2,0,0,0,100,48,0,0,0,0,0,0,0,0,7,2007,0,0,215000
1130,90,1,7200,0,1,0,0,0,0,0,7,0,0,2,4,5,5,1980,1980,0,0,1,1,0,1,0,1,0,0,1,0,0,0,2,0,0,936,0,0,936,1,0,2,1,1,4,0,0,0,1,1,0,0,0,49,0,0,0,0,0,0,0,0,0,8,2007,0,0,140000
1131,50,0,7804,0,0,0,0,0,0,0,23,0,0,0,2,4,3,1928,1950,0,0,5,4,1,1,0,2,1,0,0,4,0,0,2,0,0,1328,653,0,1981,2,0,4,1,0,7,3,2,1,1,1,0,0,0,431,44,0,0,0,0,0,1,0,0,12,2009,0,0,135000
1132,20,0,10712,0,0,0,0,0,0,0,4,0,0,0,1,5,5,1991,1992,0,0,3,3,1,1,0,0,0,0,2,4,0,0,2,0,0,974,0,0,974,1,0,3,1,1,5,0,0,0,4,3,3,2,0,0,28,0,0,0,0,0,1,0,0,9,2007,8,1,93500
1133,70,1,9900,0,0,0,0,0,0,0,7,0,0,0,0,6,4,1880,1950,0,0,2,5,1,1,0,2,1,0,2,2,0,1,2,0,0,1178,1032,0,2210,2,0,5,1,3,8,0,0,0,1,1,1,0,1,0,48,0,0,0,0,0,0,0,0,5,2007,0,0,117500
1134,60,0,9828,0,0,1,0,0,0,0,12,0,0,0,0,8,5,1995,1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1142,878,0,2020,2,1,3,1,0,8,0,1,1,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,6,2009,0,0,239500
1135,60,0,8773,0,0,1,3,0,0,0,17,0,0,0,0,6,5,1997,1997,0,0,0,0,1,1,0,0,0,0,3,2,0,0,1,0,0,916,684,0,1600,2,1,3,1,1,7,0,1,1,0,2,0,0,0,100,38,0,0,0,0,0,0,0,0,8,2007,0,0,169000
1136,30,1,6180,0,0,0,0,0,2,0,8,0,0,0,1,6,5,1926,1950,0,0,2,5,1,1,0,2,1,0,0,2,0,0,2,1,0,986,0,0,986,1,0,2,1,1,5,0,1,2,1,1,0,0,0,0,128,0,0,0,0,0,0,0,0,5,2007,0,0,102000
1137,50,0,9600,0,0,0,0,0,0,0,11,0,0,0,2,6,5,1950,1950,0,0,0,0,1,1,0,1,1,0,0,4,0,0,2,0,2,1032,220,0,1252,1,0,3,1,1,6,0,0,0,0,1,0,0,0,0,0,96,0,0,0,0,0,0,0,4,2008,0,1,119000
1138,50,0,6342,0,0,0,0,0,0,0,9,1,0,0,2,5,8,1875,1996,0,0,0,0,1,1,1,1,1,0,0,2,0,0,1,1,0,780,240,0,1020,1,0,2,1,1,6,0,0,0,4,3,3,2,1,0,0,176,0,0,0,0,0,0,0,5,2010,0,0,94000
1139,20,0,9819,0,0,1,0,0,0,1,4,0,0,0,1,6,5,1977,1977,0,0,7,11,1,1,0,0,1,0,1,1,0,0,2,0,0,1567,0,0,1567,2,0,2,1,0,5,0,2,1,0,0,0,0,0,264,32,0,0,0,0,0,0,0,0,5,2009,0,0,196000
1140,30,0,8731,0,0,1,0,0,0,0,8,0,0,0,1,5,5,1920,1950,0,0,9,8,1,1,2,2,1,0,0,4,0,0,2,0,0,1167,0,0,1167,1,0,3,1,1,6,2,1,2,1,1,0,0,0,0,0,216,0,126,0,0,0,0,0,5,2007,0,0,144000
1141,20,0,7350,0,0,0,0,0,2,0,11,0,0,0,1,5,7,1951,1951,0,0,3,3,1,1,0,1,1,0,2,1,0,0,2,0,0,952,0,0,952,1,0,2,1,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2008,2,1,139000
1142,60,0,10304,0,0,1,0,0,3,0,6,2,0,0,0,5,7,1976,1976,0,0,7,4,0,1,1,1,1,0,0,1,0,0,0,0,0,1088,780,0,1868,2,1,4,1,0,9,0,1,1,0,1,0,0,0,448,96,0,0,0,0,0,0,0,0,10,2009,0,0,197500
1143,60,0,9965,0,0,0,0,0,0,0,0,0,0,0,0,8,5,2006,2007,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1466,1362,0,2828,3,0,4,1,0,11,0,1,1,2,0,0,0,0,125,144,0,0,0,0,0,0,0,0,4,2007,1,2,424870
1144,20,0,9000,0,0,0,0,0,0,0,9,0,0,0,1,5,3,1959,1959,0,0,2,4,1,1,0,1,1,0,0,0,0,0,2,0,0,1006,0,0,1006,1,0,3,1,1,5,0,0,0,4,3,3,2,0,0,24,0,0,0,0,0,0,0,0,7,2008,0,0,80000
1145,190,0,12180,0,0,0,0,0,0,0,15,0,0,1,2,4,4,1941,1950,0,0,1,1,1,1,2,2,0,0,0,4,0,2,3,1,2,672,252,0,924,1,0,2,1,3,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2010,0,0,80000
1146,50,1,6240,0,0,0,0,0,0,0,8,0,0,0,2,5,6,1928,1950,0,0,1,1,1,1,0,2,1,0,0,2,0,0,0,0,0,1042,534,0,1576,1,0,3,1,1,8,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2006,0,5,149000
1147,20,0,11200,0,0,0,0,0,0,0,12,0,0,0,1,6,5,1985,1985,0,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1298,0,0,1298,2,0,3,1,0,5,0,1,1,0,1,0,0,0,165,26,0,0,0,0,0,0,0,0,5,2006,0,0,180000
1148,70,0,12000,0,0,0,1,0,0,0,2,0,0,0,0,7,7,1941,1950,0,0,1,1,1,1,0,1,1,0,0,3,0,0,0,0,0,860,704,0,1564,1,1,3,1,3,7,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2009,0,0,174500
1149,50,1,5700,0,0,0,0,0,0,0,7,0,0,0,2,7,7,1926,1950,0,0,2,5,1,1,0,0,1,0,0,2,0,0,2,0,0,572,539,0,1111,1,0,2,1,1,5,0,1,2,1,1,0,0,0,0,0,176,0,0,0,0,0,0,0,8,2008,0,0,116900
1150,70,1,9000,0,0,0,0,0,0,0,7,3,0,0,0,7,9,1920,1988,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,832,650,0,1482,1,0,3,1,1,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2009,0,0,143000
1151,20,0,8280,0,0,1,0,0,0,0,11,0,0,0,1,6,5,1950,1950,0,0,4,7,1,1,0,1,1,0,0,2,0,0,0,0,2,932,0,0,932,1,0,2,1,0,4,0,1,2,0,1,0,0,0,0,0,214,0,0,0,0,3,0,0,11,2007,0,0,124000
1152,20,0,17755,0,0,0,0,0,0,0,15,0,0,0,1,5,4,1959,1959,0,0,3,4,0,1,0,1,1,0,0,4,0,0,2,0,0,1466,0,0,1466,1,1,3,1,3,6,0,2,2,0,2,0,0,0,0,140,0,0,100,0,0,0,0,0,11,2006,0,0,149900
1153,20,0,14115,0,0,1,0,0,0,0,2,0,0,0,1,6,7,1956,2004,0,0,12,13,1,1,0,0,1,0,0,1,6,0,0,0,0,1811,0,0,1811,1,0,2,1,2,6,0,1,2,0,2,0,0,0,0,0,280,0,0,0,0,0,0,0,7,2006,0,1,230000
1154,30,1,5890,0,0,0,0,0,2,0,13,0,0,0,1,6,8,1930,2007,0,0,2,5,1,0,1,2,1,0,3,1,0,0,0,0,0,816,0,0,816,1,0,2,1,1,5,0,0,0,1,1,0,0,0,0,0,96,0,0,0,0,0,0,0,6,2008,0,0,120500
1155,60,0,13700,0,0,1,0,0,0,0,11,0,0,0,0,7,6,1965,1988,0,0,0,0,2,1,0,1,1,0,1,1,0,0,2,0,0,902,918,0,1820,1,2,4,1,0,8,0,2,2,0,1,0,0,0,60,84,0,0,273,0,0,3,0,0,5,2008,0,0,201800
1156,20,0,10768,0,0,1,0,0,2,0,1,0,0,0,1,5,8,1976,2004,0,0,7,4,1,0,1,1,0,0,1,1,0,0,2,0,0,1437,0,0,1437,2,0,3,1,0,6,0,1,3,0,0,0,0,0,0,21,0,0,180,0,0,0,0,0,7,2007,0,0,218000
1157,80,0,9350,0,0,0,0,0,0,0,11,0,0,0,5,5,8,1965,1999,0,0,4,7,1,1,1,0,1,0,1,1,0,0,1,0,0,1265,0,0,1265,2,0,3,1,0,6,0,1,2,0,0,0,0,0,0,92,0,96,0,0,0,1,0,0,10,2008,0,0,179900
1158,120,0,5001,0,0,1,0,0,0,0,10,0,0,4,1,7,5,2007,2008,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1314,0,0,1314,2,0,2,1,0,6,0,1,2,0,0,0,0,0,172,62,0,0,0,0,0,0,0,0,7,2009,0,0,230000
1159,20,0,11932,0,0,0,0,0,1,0,5,1,0,0,1,8,5,2007,2008,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1580,0,0,1580,2,0,3,1,0,7,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,6,2008,3,2,235128
1160,60,0,9120,0,0,0,0,0,0,0,6,0,0,0,0,6,6,1974,1974,1,0,3,3,0,0,0,1,1,0,0,1,0,0,2,0,0,943,933,0,1876,2,1,4,1,0,8,0,1,1,0,0,2,0,0,0,69,0,0,0,0,0,0,0,0,7,2008,0,0,185000
1161,160,0,2280,0,0,0,0,0,0,0,20,0,0,4,0,6,5,1978,1978,0,0,7,10,1,1,0,1,0,0,0,1,0,0,3,0,0,855,601,0,1456,2,1,3,1,1,7,0,1,1,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,7,2010,0,0,146000
1162,20,0,14778,0,0,1,2,0,3,0,2,2,0,0,1,6,7,1954,2006,1,0,3,3,0,0,0,1,1,0,0,4,0,0,0,0,0,1640,0,0,1640,1,0,3,1,0,7,0,1,2,1,1,0,0,0,108,0,0,216,0,0,0,0,0,0,11,2008,0,0,224000
1163,20,0,8724,0,0,0,0,0,0,0,9,0,0,0,1,5,5,1968,1968,0,0,0,0,1,1,0,1,0,0,0,4,0,0,1,0,0,894,0,0,894,1,0,3,1,1,5,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2007,0,0,129000
1164,90,0,12900,0,0,0,0,0,0,0,9,1,0,2,4,4,4,1969,1969,0,0,7,4,1,1,0,1,0,0,3,0,0,0,2,0,0,1258,0,0,1258,0,2,0,2,1,6,0,0,0,3,1,1,0,0,120,0,0,0,0,0,0,0,0,0,1,2008,0,4,108959
1165,80,0,16157,0,0,1,0,0,1,0,1,1,0,0,5,5,7,1978,1978,0,0,7,4,1,1,0,0,0,0,1,1,4,0,0,0,0,1432,0,0,1432,1,1,2,1,0,5,0,1,1,0,1,0,0,0,168,180,0,0,0,0,0,0,0,0,6,2007,0,0,194000
1166,20,0,9541,0,0,1,0,0,0,0,10,0,0,0,1,7,5,2009,2009,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1502,0,0,1502,2,0,3,1,0,7,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,9,2009,1,2,233170
1167,20,0,10475,0,0,1,0,0,2,0,0,0,0,0,1,8,5,2008,2008,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,1694,0,0,1694,2,0,3,1,0,7,0,0,0,0,0,0,0,0,160,33,0,0,0,0,0,0,0,0,2,2010,0,0,245350
1168,60,0,10852,0,0,1,0,0,0,0,17,6,0,0,0,6,5,2000,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,959,712,0,1671,2,1,3,1,1,7,0,1,1,0,2,0,0,0,0,38,0,0,0,0,0,0,0,0,2,2006,0,0,173000
1169,70,0,13728,0,0,0,0,0,2,0,15,0,0,0,0,6,7,1935,1986,1,0,9,8,1,1,0,1,1,0,0,3,0,0,0,0,0,1236,872,0,2108,2,0,4,1,0,7,0,2,1,5,1,0,0,0,0,0,0,0,90,0,0,0,0,0,7,2008,0,0,235000
1170,60,0,35760,0,0,1,0,0,3,0,3,0,0,0,0,10,5,1995,1996,1,0,3,3,0,0,1,0,2,0,1,0,0,0,0,0,0,1831,1796,0,3627,3,1,4,1,0,10,0,1,1,0,2,0,0,0,361,76,0,0,0,0,0,0,0,0,7,2006,0,0,625000
1171,80,0,9880,0,0,0,0,0,0,0,4,0,0,0,5,6,6,1977,1977,0,0,7,4,1,1,0,1,1,0,3,1,0,0,2,0,0,1118,0,0,1118,1,0,3,1,1,6,0,1,5,0,2,0,0,0,203,0,0,0,0,576,3,3,0,0,7,2008,0,0,171000
1172,20,0,9120,0,0,0,0,0,0,0,11,0,0,0,1,6,6,1958,1958,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1261,0,0,1261,1,0,3,1,1,6,0,1,1,0,0,0,0,0,0,0,0,0,288,0,0,0,1,1400,11,2008,0,0,163000
1173,160,3,4017,0,2,1,0,0,0,0,5,0,0,3,0,7,5,2006,2007,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,625,625,0,1250,2,1,2,1,0,5,0,0,0,1,2,0,0,0,0,54,0,0,0,0,0,0,0,0,3,2008,0,0,171900
1174,50,0,18030,0,0,1,1,0,0,0,19,0,0,0,2,5,6,1946,1994,0,0,1,1,1,1,0,1,1,0,0,3,1,0,2,0,0,1636,971,479,3086,3,0,3,1,2,12,2,1,2,4,3,3,2,0,122,0,0,0,0,0,0,1,0,0,3,2007,0,0,200500
1175,70,0,16560,0,0,1,0,0,0,0,2,0,0,0,0,6,8,1932,1950,0,0,2,5,1,1,0,2,0,0,0,3,0,0,2,0,0,1170,1175,0,2345,2,1,4,1,1,9,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,0,0,239000
1176,50,0,10678,0,0,0,0,0,0,0,3,0,0,0,2,8,5,1992,2000,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2129,743,0,2872,2,1,4,1,0,9,0,1,1,0,2,0,0,0,0,33,0,0,0,0,0,0,0,0,4,2007,0,0,285000
1177,20,0,6951,0,0,1,0,0,3,0,4,0,0,0,1,5,5,1984,1985,0,0,3,4,1,1,0,1,1,0,0,1,0,0,2,0,0,923,0,0,923,1,0,3,1,1,5,0,0,0,0,1,0,0,0,362,0,0,0,0,0,0,1,0,0,10,2008,0,0,119500
1178,50,1,3950,0,1,0,1,0,0,0,7,3,0,0,2,6,8,1926,2004,0,0,1,1,1,1,0,1,1,0,0,3,0,0,2,0,0,818,406,0,1224,1,0,3,1,1,5,0,0,0,1,1,0,0,1,0,0,116,0,0,0,0,0,0,0,12,2009,0,0,115000
1179,50,0,7681,0,0,1,0,0,1,0,2,0,0,0,2,5,6,1921,1950,0,0,2,5,1,1,0,2,1,0,0,2,0,0,0,0,0,820,523,0,1343,1,1,3,1,1,7,0,1,2,1,1,1,0,0,192,0,102,0,0,0,0,0,0,0,7,2009,0,0,154900
1180,20,0,8335,0,0,0,0,0,2,0,15,0,0,0,1,5,5,1954,1954,0,0,2,5,1,1,0,4,3,2,4,5,2,0,1,0,0,1124,0,0,1124,1,0,3,1,1,5,3,1,2,4,3,3,2,1,0,36,190,0,0,0,0,0,0,0,4,2006,0,0,93000
1181,60,0,11170,0,0,2,0,0,2,0,16,0,0,0,0,7,5,1990,1991,0,0,1,1,1,1,0,3,0,0,0,6,0,0,0,0,0,1298,1216,0,2514,2,1,4,1,1,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,4,2006,0,0,250000
1182,120,1,5587,0,0,1,3,0,0,1,2,0,0,3,1,8,5,2008,2008,1,0,6,6,2,2,0,0,2,0,1,0,0,0,0,0,0,1652,0,0,1652,2,0,2,1,0,5,0,1,2,0,2,0,0,0,162,53,0,153,0,0,0,0,0,0,11,2008,1,2,392500
1183,60,0,15623,0,0,1,0,0,2,0,3,0,0,0,0,10,5,1996,1996,1,0,2,11,1,0,0,0,2,0,3,0,0,0,0,0,0,2411,2065,0,4476,3,1,4,1,2,10,0,2,1,0,2,0,0,0,171,78,0,0,0,555,1,1,0,0,7,2007,0,1,745000
1184,30,0,10800,0,1,0,0,0,0,0,7,0,0,0,1,5,6,1920,1950,1,0,9,8,1,1,0,2,1,0,0,3,0,0,0,0,0,1130,0,0,1130,1,0,2,1,1,5,0,1,2,1,1,0,0,0,229,0,0,0,0,0,0,0,0,0,6,2006,0,0,120000
1185,20,0,35133,1,0,0,0,0,0,1,16,0,0,0,1,5,4,1963,1963,1,0,1,1,0,1,0,1,1,0,1,3,0,0,1,0,0,1572,0,0,1572,1,1,3,1,1,5,0,2,1,6,0,0,0,0,0,263,0,0,263,0,0,0,0,0,5,2007,0,0,186700
1186,50,0,9738,0,0,0,0,0,0,0,15,0,0,0,2,5,7,1924,1950,0,0,8,9,1,1,1,2,1,0,0,4,0,0,1,0,0,949,272,0,1221,1,0,4,1,1,7,0,0,0,0,1,0,0,0,0,0,236,0,0,0,0,0,0,0,3,2006,0,0,104900
1187,190,0,10615,0,0,1,1,0,2,1,7,3,1,1,0,3,5,1900,1970,0,0,3,3,1,1,0,1,4,0,2,4,0,0,2,0,0,1014,685,0,1699,2,0,3,2,1,7,0,0,0,3,1,1,1,0,0,74,0,0,0,0,0,0,0,0,8,2009,0,1,95000
1188,20,0,12461,0,0,0,0,0,2,0,3,0,0,0,1,8,5,1994,1995,0,0,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1624,0,0,1624,2,0,2,1,0,5,0,1,3,0,0,0,0,0,0,114,192,0,0,0,0,3,0,0,7,2006,0,0,262000
1189,60,0,8935,0,0,1,0,0,0,0,0,0,0,0,0,7,5,2002,2002,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,831,829,0,1660,2,1,3,1,0,7,0,0,0,0,0,0,0,0,144,68,0,0,0,0,0,0,0,0,7,2009,0,0,195000
1190,60,0,7500,0,0,0,0,0,0,0,17,0,0,0,0,7,5,1999,1999,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,0,0,1028,776,0,1804,2,1,3,1,0,7,0,1,1,0,2,0,0,0,140,60,0,0,0,0,0,0,0,0,6,2010,0,0,189000
1191,190,0,32463,0,0,0,2,0,0,1,4,0,0,1,1,4,4,1961,1975,0,0,1,1,2,1,1,1,1,0,3,4,0,0,0,0,0,1622,0,0,1622,1,0,3,1,1,7,0,1,1,6,2,0,0,0,439,0,0,0,0,0,0,0,0,0,3,2007,0,0,168000
1192,160,3,2645,0,2,0,0,0,0,0,5,0,0,4,0,8,5,1999,2000,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,764,677,0,1441,2,1,2,1,0,5,0,0,0,1,1,0,0,0,206,0,0,0,0,0,0,0,0,0,11,2007,0,0,174000
1193,50,1,9600,0,1,0,0,0,0,0,7,0,0,0,2,5,8,1925,1994,2,0,0,0,1,1,0,0,1,0,2,2,0,0,1,0,0,842,630,0,1472,1,0,3,1,0,6,0,0,0,1,1,0,1,2,0,0,84,0,0,0,0,2,0,0,7,2007,0,0,125000
1194,120,1,4500,0,0,0,0,0,1,0,4,0,0,3,1,6,5,1999,1999,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1224,0,0,1224,2,0,2,1,1,5,0,0,0,0,2,0,0,0,0,304,0,0,0,0,0,0,0,0,6,2009,0,0,165000
1195,60,0,9364,0,0,0,0,0,2,0,9,0,0,0,0,6,7,1969,1969,0,0,3,3,2,1,0,1,1,0,0,1,0,0,2,0,0,663,689,0,1352,1,1,4,1,1,7,0,0,0,0,2,0,0,0,379,36,0,0,0,0,0,1,0,0,3,2010,0,0,158000
1196,60,0,8029,0,0,1,0,0,0,0,17,0,0,0,0,6,5,2005,2005,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,728,728,0,1456,2,1,3,1,0,8,0,0,0,0,2,0,0,0,100,24,0,0,0,0,0,0,0,0,7,2008,0,0,176000
1197,60,0,14054,0,0,1,0,0,0,0,17,0,0,0,0,7,5,2006,2006,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,879,984,0,1863,2,1,4,1,0,9,0,1,2,2,2,0,0,0,100,17,0,0,0,0,0,0,0,0,11,2006,1,2,219210
1198,75,1,8850,0,0,1,1,0,2,0,7,0,0,0,6,7,6,1916,1950,0,0,1,1,1,1,0,2,1,0,0,2,0,0,0,0,0,815,875,0,1690,1,0,3,1,1,7,0,1,2,1,1,0,0,0,0,0,330,0,0,0,0,0,0,0,7,2006,6,0,144000
1199,20,0,9100,0,0,0,0,0,0,0,0,0,0,0,1,7,5,2001,2001,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1212,0,0,1212,2,0,3,1,0,6,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,6,2009,0,0,178000
1200,20,0,11235,0,0,0,0,0,0,0,9,0,0,0,1,4,5,1963,1979,0,0,3,3,0,1,0,1,1,0,0,3,0,0,1,0,0,1382,0,0,1382,1,1,3,1,1,6,0,1,5,0,1,0,0,0,0,82,0,0,0,0,0,0,0,0,10,2006,0,0,148000
1201,20,0,9353,0,0,0,0,0,0,0,11,0,0,0,1,4,5,1970,1970,0,0,1,1,1,1,0,1,1,0,0,2,0,0,1,0,0,864,0,0,864,1,0,3,1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2006,8,1,116050
1202,60,0,10400,0,0,0,0,0,2,0,0,0,0,0,0,7,5,1998,1998,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,866,913,0,1779,2,1,3,1,0,6,0,0,0,0,0,0,0,0,198,36,0,0,0,0,0,0,0,0,3,2009,0,0,197900
1203,50,1,6000,0,0,0,0,0,2,0,8,0,0,0,2,5,8,1925,1997,0,0,2,5,1,1,0,2,1,0,0,2,0,0,0,0,0,884,464,0,1348,1,0,3,1,1,5,0,1,3,1,1,0,0,1,0,0,208,0,0,0,0,0,0,0,5,2009,0,0,117000
1204,20,0,9750,0,0,0,0,0,0,0,0,0,0,0,1,7,5,2000,2001,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1630,0,0,1630,2,0,3,1,0,6,0,1,1,0,1,0,0,0,74,234,0,0,0,0,0,0,0,0,10,2009,0,0,213000
1205,20,0,10140,0,0,0,0,0,0,0,6,0,0,0,1,5,6,1975,1975,0,0,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,1074,0,0,1074,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,1,0,0,7,2006,0,0,153500
1206,20,0,14684,0,0,1,0,0,3,0,12,0,0,0,1,7,7,1990,1991,1,0,3,3,0,0,0,1,0,0,2,1,1,0,1,0,0,2196,0,0,2196,2,0,3,1,0,7,0,1,1,0,0,0,0,0,84,70,0,0,0,0,0,0,0,0,6,2009,0,0,271900
1207,20,4,8900,0,0,0,0,0,0,0,12,0,0,0,1,4,4,1966,1966,0,0,3,3,1,1,0,1,1,0,0,3,0,0,2,0,0,1056,0,0,1056,1,0,2,1,1,5,0,0,0,1,1,0,0,0,0,42,0,0,0,0,0,1,0,0,11,2006,0,0,107000
1208,20,0,9135,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2003,2003,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1700,0,0,1700,2,0,3,1,0,7,0,0,0,0,0,0,0,0,192,23,0,0,0,0,0,0,0,0,5,2006,0,0,200000
1209,20,0,7763,0,0,0,0,0,0,0,11,0,0,0,1,5,7,1962,1980,0,0,1,1,1,1,1,1,1,0,0,3,1,0,2,0,0,1283,0,0,1283,1,0,3,1,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2008,0,0,140000
1210,20,0,10182,0,0,1,0,0,3,0,5,5,0,0,1,8,5,2006,2006,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1660,0,0,1660,2,0,3,1,0,8,0,1,2,0,0,0,0,0,322,50,0,0,0,0,0,0,0,0,5,2006,1,2,290000
1211,60,0,11218,0,0,0,0,0,0,0,12,0,0,0,0,6,5,1992,1992,0,0,2,5,1,0,0,0,0,0,0,2,0,0,0,0,0,1055,790,0,1845,2,1,3,1,0,8,0,1,1,0,0,0,0,0,635,104,0,0,0,0,0,3,1,400,5,2010,0,0,189000
1212,50,0,12134,0,0,1,1,0,0,1,17,0,0,0,2,8,7,1988,2005,0,0,2,5,1,0,0,3,0,0,3,0,0,0,1,0,0,1080,672,0,1752,2,0,4,1,1,8,0,0,0,5,0,0,0,0,325,12,0,0,0,0,0,0,0,0,6,2010,0,0,164000
1213,30,0,9340,0,0,0,0,0,0,0,15,0,0,0,1,4,6,1941,1950,1,0,1,1,1,1,0,1,1,0,0,3,0,0,2,0,0,672,0,0,672,1,0,2,1,1,4,0,0,0,0,1,0,0,1,0,113,0,0,0,0,0,0,0,0,8,2009,0,0,113000
1214,80,0,10246,0,0,1,0,0,3,0,9,0,0,0,5,4,9,1965,2001,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,960,0,0,960,0,0,0,1,1,3,0,0,0,0,1,0,0,0,88,0,0,0,0,0,0,0,0,0,5,2006,0,0,145000
1215,85,0,10205,0,0,1,0,0,0,0,11,0,0,0,4,5,5,1962,1962,0,0,1,1,1,1,0,1,1,0,3,4,0,0,2,0,0,999,0,0,999,1,0,3,1,1,6,0,0,0,0,1,0,0,0,150,72,0,0,0,0,0,0,0,0,5,2006,0,0,134500
1216,20,0,7094,0,0,1,0,0,0,0,9,0,0,0,1,5,5,1966,1966,0,0,0,0,1,1,0,1,1,0,0,3,5,0,2,0,0,894,0,0,894,1,0,3,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2007,0,0,125000
