Id,MSSubClass,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
1210,20,10182,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1660,0,0,1660,2,0,3,1,8,1,Y,322,50,0,0,0,0,0,5,2006,Partial,290000
1211,60,11218,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1055,790,0,1845,2,1,3,1,8,1,Y,635,104,0,0,0,0,400,5,2010,Normal,189000
1212,50,12134,Pave,IR1,Bnk,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Gd,TA,Wood,GasA,Gd,Y,1080,672,0,1752,2,0,4,1,8,0,Y,325,12,0,0,0,0,0,6,2010,Normal,164000
1213,30,9340,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,672,0,0,672,1,0,2,1,4,0,N,0,113,0,0,0,0,0,8,2009,Normal,113000
1214,80,10246,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,960,0,0,960,0,0,0,1,3,0,Y,88,0,0,0,0,0,0,5,2006,Normal,145000
1215,85,10205,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,999,0,0,999,1,0,3,1,6,0,Y,150,72,0,0,0,0,0,5,2006,Normal,134500
1216,20,7094,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,894,0,0,894,1,0,3,1,5,0,Y,0,0,0,0,0,0,0,5,2007,Normal,125000
1217,90,8930,Pave,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,TA,TA,Slab,GasA,TA,Y,1318,584,0,1902,2,0,4,2,8,0,Y,0,0,0,0,0,0,0,4,2010,Normal,112000
1218,20,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1314,0,0,1314,2,0,3,1,6,0,Y,135,112,0,0,0,0,0,9,2009,Partial,229456
1219,50,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,TA,TA,Slab,GasA,Gd,N,672,240,0,912,1,0,2,1,3,0,N,0,0,0,0,0,0,0,7,2006,Normal,80500
1220,160,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,672,546,0,1218,1,1,3,1,7,0,N,201,0,0,0,0,0,0,4,2006,Abnorml,91500
1221,20,7800,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,912,0,0,912,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,11,2006,Abnorml,115000
1222,20,8250,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,1211,0,0,1211,1,0,3,1,5,1,Y,0,63,0,0,0,0,0,8,2008,Normal,134000
1223,50,10496,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1168,678,0,1846,2,0,3,1,7,1,Y,0,0,0,0,0,0,0,1,2007,Normal,143000
1224,20,10680,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,TA,TA,CBlock,GasA,TA,N,2136,0,0,2136,2,0,4,1,7,0,Y,0,30,0,0,0,0,0,10,2006,Normal,137900
1225,60,15384,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,788,702,0,1490,2,1,3,1,8,1,Y,100,75,0,0,0,0,0,2,2008,Normal,184000
1226,80,10482,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,TA,Gd,CBlock,GasA,Ex,Y,1138,0,0,1138,1,0,3,1,6,0,Y,224,0,0,0,0,0,0,6,2007,Normal,145000
1227,60,14598,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,894,1039,0,1933,2,1,4,1,9,1,Y,100,18,0,0,0,0,0,1,2008,Normal,214000
1228,20,8872,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,912,0,0,912,1,0,2,1,5,0,Y,0,240,0,0,0,0,0,12,2008,Normal,147000
1229,120,8769,Pave,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,1702,0,0,1702,1,1,1,1,7,1,Y,0,72,0,0,224,0,0,10,2008,Partial,367294
1230,80,7910,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,TA,TA,CBlock,GasA,Gd,Y,1507,0,0,1507,2,0,4,1,7,0,Y,0,0,0,0,0,0,0,8,2008,Normal,127000
1231,90,18890,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,TA,TA,CBlock,GasA,Ex,Y,1361,1259,0,2620,2,2,4,2,12,1,N,155,24,145,0,0,0,8300,8,2007,Normal,190000
1232,90,7728,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1190,0,0,1190,1,0,3,1,6,0,Y,0,18,0,0,0,0,0,5,2006,Normal,132500
1233,90,9842,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,TA,TA,Slab,GasA,TA,Y,1224,0,0,1224,2,0,2,2,6,0,Y,0,0,0,0,0,0,0,3,2007,Normal,101800
1234,20,12160,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,TA,TA,CBlock,GasA,Fa,Y,1188,0,0,1188,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,5,2010,Abnorml,142000
1235,70,8525,Pave,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,TA,TA,PConc,GasA,TA,N,1024,940,0,1964,1,1,4,1,7,0,N,0,192,0,0,0,0,0,11,2008,Abnorml,130000
1236,70,13132,Pave,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,892,892,0,1784,1,1,4,1,9,0,N,203,40,0,0,0,0,0,7,2006,Normal,138887
1237,160,2628,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,764,862,0,1626,2,1,2,1,6,0,Y,0,27,0,0,0,0,0,6,2010,Normal,175500
1238,60,12393,Pave,IR2,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,847,1101,0,1948,2,1,4,1,8,1,Y,100,48,0,0,0,0,0,9,2006,Normal,195000
1239,20,13072,Pave,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1141,0,0,1141,1,1,3,1,6,0,Y,0,0,0,0,0,0,0,3,2006,Abnorml,142500
1240,20,9037,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1484,0,0,1484,2,0,2,1,6,1,Y,120,33,0,0,0,0,0,12,2007,Normal,265900
1241,60,8158,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,884,884,0,1768,2,1,3,1,8,0,Y,0,63,0,0,0,0,0,7,2008,Normal,224900
1242,20,9849,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1689,0,0,1689,2,0,3,1,7,0,Y,0,56,0,0,0,0,0,6,2007,Partial,248328
1243,85,10625,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1173,0,0,1173,2,0,3,1,6,2,Y,0,120,0,0,0,0,0,1,2010,Family,170000
1244,20,13891,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,Ex,TA,PConc,GasA,Ex,Y,2076,0,0,2076,2,1,2,1,7,1,Y,216,229,0,0,0,0,0,9,2006,Partial,465000
1245,70,11435,Pave,IR1,HLS,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,TA,TA,PConc,GasA,Fa,Y,792,725,0,1517,1,0,3,1,7,2,Y,0,0,0,0,0,0,0,6,2006,Normal,230000
1246,80,12090,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,1140,728,0,1868,3,1,3,1,7,1,Y,268,112,0,0,147,0,0,1,2007,Abnorml,178000
1247,60,8125,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,756,797,0,1553,2,1,3,1,6,0,Y,0,45,0,0,0,0,0,3,2006,Partial,186500
1248,80,12328,Pave,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1034,0,0,1034,1,0,3,1,6,0,Y,0,0,0,0,0,0,0,5,2010,Normal,169900
1249,75,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,TA,TA,BrkTil,OthW,Fa,N,1134,924,0,2058,1,1,3,1,8,1,P,0,0,259,0,0,0,0,4,2008,Normal,129500
1250,20,7200,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,988,0,0,988,1,0,3,1,6,0,Y,0,80,0,0,0,0,0,5,2007,Normal,119000
1251,20,11160,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,Gd,TA,CBlock,GasA,Ex,Y,2110,0,0,2110,2,1,3,1,8,2,Y,0,0,0,0,0,0,0,4,2010,Normal,244000
1252,120,3136,Pave,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1405,0,0,1405,2,0,2,1,6,1,Y,148,36,0,0,0,0,0,3,2006,Normal,171750
1253,20,9858,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,874,0,0,874,1,0,3,1,5,0,Y,33,0,0,0,0,0,600,11,2009,Normal,130000
1254,60,17542,Pave,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Gd,TA,CBlock,GasA,TA,Y,1516,651,0,2167,2,1,3,1,9,2,Y,220,47,0,0,0,0,0,7,2007,Normal,294000
1255,60,6931,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,760,896,0,1656,2,1,3,1,7,1,Y,178,128,0,0,0,0,0,7,2008,Normal,165400
1256,50,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,TA,TA,BrkTil,GasA,TA,Y,959,408,0,1367,1,0,3,1,6,1,Y,0,0,0,0,120,0,0,11,2007,Normal,127500
1257,20,14303,Pave,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1987,0,0,1987,2,0,2,1,7,1,Y,262,36,0,0,0,0,0,8,2008,Normal,301500
1258,30,4060,Pave,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,864,0,0,864,1,0,2,1,4,0,Y,0,96,0,0,0,0,0,7,2009,Normal,99900
1259,80,9587,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1166,0,0,1166,2,0,2,1,5,0,Y,212,0,0,0,0,0,0,7,2008,Normal,190000
1260,20,9750,Pave,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1054,0,0,1054,1,1,3,1,6,0,Y,180,0,0,0,80,0,0,7,2008,Normal,151000
1261,60,24682,Pave,IR3,Lvl,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,892,783,0,1675,2,1,3,1,7,1,Y,0,103,0,0,0,0,0,6,2009,Normal,181000
1262,20,9600,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,TA,TA,CBlock,GasA,Gd,Y,1050,0,0,1050,1,0,2,1,5,0,Y,0,0,0,0,0,0,0,6,2009,Normal,128900
1263,50,11250,Pave,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,1104,684,0,1788,1,0,5,1,8,2,Y,120,0,0,0,0,0,0,11,2009,Normal,161500
1264,70,13515,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,TA,TA,PConc,GasA,Ex,Y,1060,764,0,1824,1,0,3,1,8,1,N,0,0,126,0,0,0,0,7,2007,Normal,180500
1265,120,4060,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1337,0,0,1337,2,0,2,1,5,0,Y,144,68,0,0,0,0,0,8,2008,Abnorml,181000
1266,160,3735,Pave,Reg,Lvl,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,713,739,0,1452,2,1,3,1,6,0,Y,0,34,0,0,0,0,0,3,2006,Normal,183900
1267,190,10120,Pave,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Fa,TA,CBlock,GasA,TA,N,964,925,0,1889,1,1,4,2,9,1,N,0,0,264,0,0,0,0,1,2007,Normal,122000
1268,20,13214,Pave,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,2018,0,0,2018,2,0,3,1,10,1,Y,144,76,0,0,0,0,0,5,2010,Normal,378500
1269,50,14100,Pave,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,1968,1479,0,3447,3,1,4,1,11,2,Y,314,12,0,0,0,0,0,5,2008,Normal,381000
1270,50,11344,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,TA,TA,CBlock,GasW,TA,Y,874,650,0,1524,1,1,3,1,7,0,Y,0,0,0,0,0,0,0,7,2007,Normal,144000
1271,40,23595,Pave,Reg,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Gd,TA,PConc,GasA,TA,Y,1332,192,0,1524,0,1,0,1,4,1,Y,268,0,0,0,0,0,0,4,2010,Normal,260000
1272,20,9156,Pave,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,TA,TA,CBlock,GasA,Gd,Y,1489,0,0,1489,2,0,3,1,7,1,Y,0,0,0,0,0,0,0,8,2009,Normal,185750
1273,20,13526,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,935,0,0,935,1,0,3,1,5,0,Y,180,0,0,0,0,0,0,11,2006,Normal,137000
1274,80,11512,Pave,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,1357,0,0,1357,1,0,2,1,5,1,Y,0,0,0,0,163,0,0,5,2008,Normal,177000
1275,50,5362,Pave,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,661,589,0,1250,2,0,3,1,8,1,Y,242,0,81,0,0,0,0,11,2007,Normal,139000
1276,90,11345,Pave,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,TA,TA,CBlock,GasA,Gd,Y,928,992,0,1920,2,0,4,2,10,0,Y,0,0,0,0,0,0,0,7,2007,Normal,137000
1277,60,12936,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,735,660,0,1395,1,1,3,1,6,1,Y,294,116,0,0,0,0,0,12,2009,Normal,162000
1278,80,17871,Pave,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,1724,0,0,1724,1,1,3,1,7,1,Y,0,0,0,0,0,0,0,6,2009,Normal,197900
1279,60,9473,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1128,903,0,2031,2,1,3,1,7,1,Y,0,211,0,0,0,0,0,3,2008,Normal,237000
1280,50,7500,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,698,430,0,1128,1,0,2,1,6,0,Y,30,0,164,0,0,0,0,4,2010,Abnorml,68400
1281,20,9808,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1573,0,0,1573,2,0,3,1,6,0,Y,0,72,0,0,0,0,0,3,2009,Normal,227000
1282,20,8049,Pave,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1339,0,0,1339,2,0,2,1,6,1,Y,0,58,0,0,90,0,0,7,2006,Normal,180000
1283,20,8800,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,1040,0,0,1040,2,0,3,1,5,0,Y,0,0,0,0,288,0,0,9,2009,Normal,150500
1284,90,9400,Pave,Reg,Low,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,TA,TA,CBlock,GasA,TA,Y,912,912,0,1824,2,2,4,2,8,0,Y,128,0,0,0,0,0,0,4,2010,Normal,139000
1285,50,9638,Pave,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,1699,748,0,2447,2,0,4,1,10,1,Y,272,0,42,0,116,0,0,3,2010,Normal,169000
1286,50,6000,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,TA,Fa,CBlock,GasA,Ex,Y,825,587,0,1412,1,0,4,1,6,1,Y,45,0,0,0,0,0,0,5,2009,Normal,132500
1287,20,9790,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,1328,0,0,1328,1,1,3,1,6,2,Y,0,26,0,0,0,0,0,6,2010,Normal,143000
1288,20,36500,Pave,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,TA,Gd,CBlock,GasA,Fa,Y,1582,0,0,1582,2,0,4,1,7,0,N,168,198,0,0,0,0,0,6,2006,Normal,190000
1289,120,5664,Pave,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1659,0,0,1659,2,0,2,1,5,1,Y,212,59,0,0,0,0,0,10,2009,Normal,278000
1290,60,11065,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1120,850,0,1970,2,1,3,1,8,1,Y,177,74,0,0,0,0,0,10,2006,Partial,281000
1291,80,14112,Pave,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,TA,TA,PConc,GasA,TA,Y,1152,0,0,1152,1,0,3,1,6,1,Y,227,0,0,0,0,0,0,4,2010,Normal,180500
1292,160,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,630,672,0,1302,2,1,3,1,6,0,Y,185,0,0,0,0,0,0,2,2009,Normal,119500
1293,70,6600,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,TA,TA,Stone,GasA,TA,N,1378,994,0,2372,2,0,4,2,11,0,Y,0,287,0,0,0,0,0,12,2009,Normal,107500
1294,60,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,832,832,0,1664,2,1,4,1,8,1,Y,0,28,0,0,259,0,0,3,2006,Normal,162900
1295,20,8172,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,864,0,0,864,1,0,2,1,5,0,N,0,0,0,0,0,0,0,4,2006,Normal,115000
1296,20,8400,Pave,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,TA,TA,CBlock,GasA,Gd,Y,1052,0,0,1052,1,1,3,1,5,0,Y,356,0,0,0,0,0,0,11,2006,Normal,138500
1297,20,8700,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,TA,Gd,CBlock,GasA,Gd,Y,1128,0,0,1128,2,0,3,1,6,0,Y,192,20,123,0,0,0,0,12,2008,Normal,155000
1298,180,3675,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,1072,0,0,1072,2,0,2,1,5,0,Y,0,44,0,0,0,0,0,6,2006,Partial,140000
1299,60,63887,Pave,IR3,Bnk,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Ex,TA,PConc,GasA,Ex,Y,4692,950,0,5642,2,1,3,1,12,3,Y,214,292,0,0,0,480,0,1,2008,Partial,160000
1300,20,7500,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,TA,TA,CBlock,GasA,Ex,Y,1246,0,0,1246,1,1,3,1,6,0,Y,218,0,0,0,0,0,0,5,2010,Normal,154000
1301,60,10762,Pave,IR1,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,1005,978,0,1983,2,1,3,1,9,1,Y,0,0,0,0,0,0,0,5,2009,Normal,225000
1302,70,7500,Pave,IR1,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,TA,TA,CBlock,GasA,Fa,Y,753,741,0,1494,1,0,3,1,7,2,P,0,0,0,0,224,0,0,11,2009,Normal,177500
1303,60,10120,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,Gd,TA,PConc,GasA,Ex,Y,1203,1323,0,2526,2,1,4,1,8,1,Y,309,78,0,0,0,0,0,12,2006,Normal,290000
